Initialised
         12256924 function calls (12247285 primitive calls) in 24.889 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathtext.py:2037(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:3227(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:490(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:580(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:711(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:934(Encoding)
        1    0.000    0.000    0.000    0.000 mathtext.py:83(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:137(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:217(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:285(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 patches.py:3220(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3355(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3383(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3402(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3481(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3558(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3614(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3636(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3664(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3747(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:1863(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:1963(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2012(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2041(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2101(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2779(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2853(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2915(Arc)
        1    0.000    0.000    0.000    0.000 font_manager.py:901(TempCache)
        1    0.000    0.000    0.000    0.000 ticker.py:305(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:338(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:391(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1059(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1571(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1591(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1669(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1711(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:2057(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2256(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2604(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 font_manager.py:284(FontEntry)
        1    0.000    0.000    0.000    0.000 contour.py:37(ClabelText)
        3    0.000    0.000    0.000    0.000 _cm.py:96(get_color_function)
        1    0.000    0.000    0.000    0.000 transforms.py:2253(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2474(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2563(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2611(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2675(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2747(TransformedPath)
        1    0.000    0.000    0.000    0.000 collections.py:1098(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1019(TransformedBbox)
        1    0.000    0.000    0.000    0.000 colorbar.py:248(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:275(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:1485(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 docstring.py:7(Substitution)
        1    0.000    0.000    0.000    0.000 pyplot.py:92(_NotIPython)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        3    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:306(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:997(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1068(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1186(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1252(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3261(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3322(ParseExpression)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3510(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3589(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3887(PrecededBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4003(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4041(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4076(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4115(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4387(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4431(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4452(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4543(OnlyOnce)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5833(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5888(Kanji)
        6    0.000    0.000    0.000    0.000 rcsetup.py:596(validate_svg_fonttype)
        1    0.000    0.000    0.000    0.000 rcsetup.py:657(ValidateInterval)
        2    0.000    0.000    0.000    0.000 pyparsing.py:676(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1477(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2405(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2420(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2526(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2549(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2567(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2628(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2787(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(QuotedString)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3130(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3132(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3112(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3163(_PositionToken)
        1    0.000    0.000    0.000    0.000 __init__.py:1274(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 rcsetup.py:46(ValidateInStrings)
        3    0.000    0.000    0.000    0.000 rcsetup.py:256(validate_qt4)
        1    0.000    0.000    0.000    0.000 rcsetup.py:283(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:309(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:308(validate_nseq_int)
        3    0.000    0.000    0.000    0.000 rcsetup.py:422(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_StrongRef)
        1    0.000    0.000    0.000    0.000 __init__.py:88(CallbackRegistry)
        3    0.000    0.000    0.000    0.000 __init__.py:904(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2127(IPv6Network)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:355(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 request.py:2363(ftpwrapper)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 inspect.py:2382(_void)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_parse_commandline)
        1    0.000    0.000    0.000    0.000 __init__.py:292(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:313(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:1264(rc_context)
        1    0.000    0.000    0.000    0.000 __init__.py:1424(is_interactive)
        1    0.000    0.000    0.000    0.000 core.py:8048(_convert2ma)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 core.py:166(MAError)
        1    0.000    0.000    0.000    0.000 core.py:206(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:821(_DomainTan)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:892(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:902(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:976(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1124(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:6440(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6557(_frommethod)
        1    0.000    0.000    0.000    0.000 helper.py:224(_FFTCache)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:14(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:162(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:138(_FileOpeners)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 pytesttester.py:47(PytestTester)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.000    0.000 index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(ndindex)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 utils.py:1212(_Dummy)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:652(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:742(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1009(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1028(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1150(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1204(Namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:1576(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1966(NullHandler)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:1396(_SubTest)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:601(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:951(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1079(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1115(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(Manager)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 records.py:304(recarray)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 arrayprint.py:960(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1109(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1132(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1239(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1249(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 numeric.py:83(ComplexWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:777(name)
        1    0.000    0.000    0.000    0.000 pathlib.py:961(PurePosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:725(Quoter)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        9    0.000    0.000    0.000    0.000 _globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:55(_NoValueType)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:686(AxisError)
        2    0.000    0.000    0.000    0.000 pathlib.py:89(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:309(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
       39    0.000    0.000    0.000    0.000 copy.py:190(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 Thylakoid_model_2.py:103(SudoParticle)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:753(is_package)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 packers.py:759(Unpacker)
        1    0.000    0.000    0.000    0.000 packers.py:777(Iterator)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BufferFull)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExtraData)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(PackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(PackValueError)
        1    0.000    0.000    0.000    0.000 testing.py:2047(TestSubDict)
        1    0.000    0.000    0.000    0.000 parquet.py:174(FastParquetImpl)
        3    0.000    0.000    0.000    0.000 api.py:69(outer)
        1    0.000    0.000    0.000    0.000 sql.py:30(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 pytables.py:2760(LegacyFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2770(LegacySeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2779(LegacyFrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:298(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:355(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:571(TermValue)
        2    0.000    0.000    0.000    0.000 expr.py:135(_is_type)
        3    0.000    0.000    0.000    0.000 expr.py:208(disallow)
        1    0.000    0.000    0.000    0.000 expr.py:250(add_ops)
        1    0.000    0.000    0.000    0.000 pytables.py:117(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:121(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:125(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 parsers.py:3436(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
        1    0.000    0.000    0.000    0.000 engines.py:19(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 _converter.py:187(TimeFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:361(PandasAutoDateFormatter)
        1    0.000    0.000    0.000    0.000 accessors.py:266(PeriodProperties)
        1    0.000    0.000    0.000    0.000 format.py:1107(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1299(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1314(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 common.py:61(BaseIterator)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 internals.py:2027(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2088(ComplexBlock)
        1    0.000    0.000    0.000    0.000 indexing.py:84(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:2162(_AtIndexer)
       18    0.000    0.000    0.000    0.000 strings.py:1874(do_copy)
        1    0.000    0.000    0.000    0.000 multi.py:50(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 offsets.py:460(_CustomMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:987(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:993(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:999(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1005(BusinessMonthBegin)
